#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story100.txt	2    	പ്രധാനമന്ത്രി                      	N_NN           	B-NP    			പ്രധാനമന്ത്രി,N                    	-     
story100.txt	3    	ശ്രീ                                 	N_NNP          	I-NP    			ശ്രീ,N                          	-     
story100.txt	4    	.                   	RD_SYM         	I-NP    			&dot;,punc                    	-     
story100.txt	5    	നരേന്ദ്ര                              	N_NNP          	B-NP    			നരേന്ദ്ര,N                       	-     
story100.txt	6    	മോദിയുടെ                               	N_NN           	I-NP    			മോദി,N                          	-     
story100.txt	7    	മുൻകൈയിൽ                              	N_NN           	I-NP    			മുൻകൈ,N                         	-     
story100.txt	8    	ജൂൺ                                 	N_NNP          	B-NP    			ജൂൺ,N                          	-     
story100.txt	9    	21                  	QT_QTC         	B-NP    			21,num                        	-     
story100.txt	10   	അന്താരാഷ്ട്ര                       	N_NNP          	B-NP    			അന്താരാഷ്ട്രം,N                     	(2
story100.txt	11   	യോഗാ                                 	N_NNP          	I-NP    			യോഗാ,N                          	2
story100.txt	12   	ദിനമായി                               	RB             	B-RBP   			ദിനം,N                          	2)
story100.txt	13   	ആചരിക്കാനുള്ള                      	JJ             	B-NP    			ആചരിക്കാനുള്ള,ADJ                  	-     
story100.txt	14   	ചരിത്രപരമായ                      	JJ             	I-NP    			ചരിത്രപരം,N                      	-     
story100.txt	15   	തീരുമാനം                               	N_NN           	I-NP    			തീരുമാനം,N                        	-     
story100.txt	16   	ഐക്യരാഷ്ട്രസഭ                     	N_NN           	I-NP    			ഐക്യരാഷ്ട്രസഭ,N                   	-     
story100.txt	17   	പ്രഖ്യാപിച്ചു                       	V_VM_VF        	B-VGF   			പ്രഖ്യാപിക്ക്,V                     	-     
story100.txt	18   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story100.txt	0    	നമ്മുടെ                               	PR_PRP         	B-NP    			നാം,PN                          	-     
story100.txt	1    	രാജ്യത്തിന്റെ                       	N_NN           	I-NP    			രാജ്യം,N                         	-     
story100.txt	2    	സാംസ്കാരികവും                        	N_NN           	I-NP    			സാംസ്കാരികം,N                       	-     
story100.txt	3    	ആത്മീയവുമായ                       	JJ             	B-NP    			ആത്മീയം,N                        	-     
story100.txt	4    	പൈതൃകത്തിന്റെ                       	N_NN           	I-NP    			പൈതൃകം,N                         	-     
story100.txt	5    	ഒരു                                 	QT_QTC         	B-NP    			ഒരു,QT                         	-     
story100.txt	6    	അവിഭാജ്യ                              	JJ             	I-NP    			അവിഭാജ്യം,N                       	-     
story100.txt	7    	ഘടകമായ                              	JJ             	I-NP    			ഘടകം,N                         	-     
story100.txt	8    	യോഗയ്ക്ക്                              	N_NN           	I-NP    			യോഗ,N                          	(1
story100.txt	9    	ആഗോള                                	JJ             	B-NP    			ആഗോള,ADJ                       	1
story100.txt	10   	അംഗീകാരം                               	N_NN           	I-NP    			അംഗീകാരം,N                        	1)
story100.txt	11   	ലഭിച്ചു                               	V_VM_VF        	B-VGF   			ലഭിക്ക്,V                        	-     
story100.txt	12   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story100.txt	0    	അത്                                 	PR_PRP         	B-NP    			അത്,PN                         	(1)
story100.txt	1    	നമ്മുടെ                               	PR_PRP         	B-NP    			നാം,PN                          	-     
story100.txt	2    	നാടിന്                                	N_NN           	I-NP    			നാട്,N                          	-     
story100.txt	3    	അഭിമാനിക്കാനുള്ള                     	JJ             	B-NP    			അഭിമാനിക്കാനുള്ള,ADJ                 	-     
story100.txt	4    	കാര്യമാണ്                              	V_VM_VF        	B-VGF   			കാര്യമാണ്,V                       	-     
story100.txt	5    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story100.txt	0    	സ്വാതന്ത്ര്യത്തിന്റെ                   	N_NN           	B-NP    			സ്വാതന്ത്രയം,N                     	-     
story100.txt	1    	75-ആം                               	QT_QTO         	B-NP    			75-ആം,N                        	-     
story100.txt	2    	വാർഷികം                               	N_NN           	I-NP    			വാർഷികം,N                        	-     
story100.txt	3    	ആഘോഷിക്കുന്നതിന്                     	N_NN           	I-NP    			ആഘോഷിക്കുന്നതിന്,N                   	-     
story100.txt	4    	രാജ്യത്തുടനീളമുള്ള                   	N_NN           	I-NP    			രാജ്യത്തുടനീളം,N                    	-     
story100.txt	5    	75                  	QT_QTC         	B-NP    			75,num                        	-     
story100.txt	6    	പ്രത്യേക                              	JJ             	I-NP    			പ്രത്യേകം,N                       	-     
story100.txt	7    	സ്ഥലങ്ങളിൽ                       	N_NN           	I-NP    			സ്ഥലം,N                         	-     
story100.txt	8    	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	-     
story100.txt	9    	വർഷം                                	N_NN           	I-NP    			വർഷം,N                         	-     
story100.txt	10   	അന്താരാഷ്ട്ര                       	N_NN           	I-NP    			അന്താരാഷ്ട്രം,N                     	(2
story100.txt	11   	യോഗ                                 	N_NNP          	B-NP    			യോഗ,N                          	2
story100.txt	12   	ദിനം                                 	N_NNP          	B-NP    			ദിനം,N                          	2)
story100.txt	13   	ആചരിക്കാൻ                        	V_VM_VNF_INF   	B-VGNF  			ആചരിക്ക്,V                       	-     
story100.txt	14   	ആയുഷ്                                	N_NN           	B-NP    			ആയുഷ്,N                         	-     
story100.txt	15   	മന്ത്രാലയം                        	N_NN           	I-NP    			മന്ത്രാലയം,N                      	-     
story100.txt	16   	പദ്ധതിയിട്ടിട്ടുണ്ട്                   	V_VM_VF        	B-VGF   			പദ്ധതിയിട്,V                      	-     
story100.txt	17   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story100.txt	0    	ആഗോളതലത്തിൽ                      	N_NN           	B-NP    			ആഗോളതലത്തിൽ,N                    	-     
story100.txt	1    	ഇന്ത്യയെ                              	N_NNP          	I-NP    			ഇന്ത്യ,N                        	-     
story100.txt	2    	തിരിച്ചറിയാനും                       	V_VM_VNF_INF   	B-VGNF  			തിരിച്ചറിയ്,V                      	-     
story100.txt	3    	ഇത്                                 	PR_PRP         	I-NP    			ഇത്,PN                         	(2)
story100.txt	4    	സഹായിക്കും                              	N_NN           	I-NP    			സഹായി,N                         	-     

story100.txt	0    	കോവിഡ്-19                        	N_NNP          	B-NP    			കോവിഡ്-19,N                      	(3
story100.txt	1    	മഹാമാരിയുടെ                        	N_NNP          	I-NP    			മഹാമാരി,N                        	3)
story100.txt	2    	മൂർദ്ധന്യ                        	N_NN           	B-NP    			മൂർദ്ധന്യം,N                      	-     
story100.txt	3    	കാലത്ത്                               	N_NN           	I-NP    			കാലം,N                          	-     
story100.txt	4    	തങ്ങളുടെ                              	PR_PRF         	B-NP    			തം,N                           	-     
story100.txt	5    	കഷ്ടപ്പാടുകൾ                      	N_NN           	B-NP    			കഷ്ടപ്പാട്,N                      	-     
story100.txt	6    	ലഘൂകരിക്കാൻ                       	V_VM_VNF_INF   	B-VGNF  			ലഘൂകരിക്ക്,V                      	-     
story100.txt	7    	യോഗ                                 	N_NN           	B-NP    			യോഗ,N                          	(1)
story100.txt	8    	എങ്ങനെയാണ്                        	V_VM_VF        	B-VGF   			എങ്ങനെയാണ്,V                      	-     
story100.txt	9    	മനുഷ്യരാശിയെ                       	N_NN           	B-NP    			മനുഷ്യരാശി,N                      	-     
story100.txt	10   	സേവിച്ചതെന്ന്                       	N_NN           	I-NP    			സേവിച്ചതെന്ന്,N                     	-     
story100.txt	11   	ചിത്രീകരിക്കുന്ന                     	V_VM_VNF_RP    	B-VGNF  			ചിത്രീകരിക്ക്,V                     	-     
story100.txt	12   	യോഗ                                 	N_NN           	B-NP    			യോഗ,N                          	-     
story100.txt	13   	ഫോർ                                 	N_NNP          	B-NP    			ഫോർ,N                          	-     
story100.txt	14   	ഹ്യൂമാനിറ്റിയാണ്                      	V_VM_VF        	B-VGF   			ഹ്യൂമാനിറ്റിയാണ്,V                    	-     
story100.txt	15   	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	-     
story100.txt	16   	വർഷത്തെ                              	N_NN           	I-NP    			വർഷം,N                         	-     
story100.txt	17   	യോഗ                                 	N_NN           	I-NP    			യോഗ,N                          	(2
story100.txt	18   	ദിനത്തിന്റെ                        	N_NNP          	B-NP    			ദിനം,N                          	2)
story100.txt	19   	ആശയം                                	N_NN           	I-NP    			ആശയം,N                         	-     
story100.txt	20   	.                   	RD_SYM         	I-NP    			&dot;,punc                    	-     

story100.txt	0    	ലോകമെമ്പാടുമുള്ള                     	N_NN           	B-NP    			ലോകമെമ്പാടുമുള്ള,N                   	-     
story100.txt	1    	ആളുകൾക്കിടയിൽ                     	N_NN           	I-NP    			ആളുകൾക്കിടയിൽ,N                   	-     
story100.txt	2    	അനുകമ്പ                              	N_NN           	I-NP    			അനുകമ്പ,N                       	-     
story100.txt	3    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story100.txt	4    	ഐക്യബോധം                              	N_NN           	B-NP    			ഐക്യബോധം,N                       	-     
story100.txt	5    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story100.txt	6    	ദൃഢനിശ്ചയം                        	N_NN           	B-NP    			ദൃഢനിശ്ചയം,N                      	-     
story100.txt	7    	എന്നിവ                               	N_NN           	I-NP    			എന്നിവ,N                        	-     
story100.txt	8    	കെട്ടിപ്പടുത്ത്                      	N_NN           	I-NP    			കെട്ടിപ്പടുക്ക്,V                    	-     
story100.txt	9    	കോവിഡിന്                               	N_NNP          	B-NP    			കോവിഡിന്,N                        	(3)
story100.txt	10   	ശേഷമുള്ള                              	PSP            	B-BLK   			ശേഷമുള്ള,N                       	-     
story100.txt	11   	കാലഘട്ടത്തിൽപ്പോലും                   	N_NN           	B-NP    			കാലഘട്ടത്തിൽപ്പോലും,N                 	-     
story100.txt	12   	രാഷ്ട്ര                               	N_NN           	I-NP    			രാഷ്ട്രം,N                        	-     
story100.txt	13   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story100.txt	14   	രാഷ്ട്രീയ                              	JJ             	B-NP    			രാഷ്ട്രീയം,N                       	-     
story100.txt	15   	ഭേദമന്യേ                              	N_NN           	I-NP    			ഭേദമന്യേ,N                       	-     
story100.txt	16   	ആളുകളെ                               	N_NN           	B-NP    			ആളുകള്,N                        	-     
story100.txt	17   	ഒന്നിപ്പിക്കാൻ                      	V_VM_VNF_INF   	B-VGNF  			ഒന്നിപ്പിക്ക്,V                     	-     
story100.txt	18   	യോഗ                                 	N_NN           	B-NP    			യോഗ,N                          	(1)
story100.txt	19   	സഹായിച്ചിട്ടുണ്ട്                     	V_VM_VF        	B-VGF   			സഹായിക്ക്,V                       	-     
story100.txt	20   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story100.txt	0    	പൊതു                                 	N_NN           	B-NP    			പൊതു,ADJ                        	-     
story100.txt	1    	യോഗാഭ്യാസം                              	N_NN           	I-NP    			യോഗാഭ്യാസം,N                       	-     
story100.txt	2    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story100.txt	3    	യോഗയെക്കുറിച്ചുള്ള                    	N_NN           	B-NP    			യോഗയെക്കുറിച്ചുള്ള,N                  	-     
story100.txt	4    	വിദഗ്ധരുടെ                        	N_NN           	I-NP    			വിദഗ്ധർ,N                       	-     
story100.txt	5    	പ്രഭാഷണങ്ങൾ                      	N_NN           	I-NP    			പ്രഭാഷണം,N                       	-     
story100.txt	6    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	-     
story100.txt	7    	യോഗ                                 	N_NN           	B-NP    			യോഗ,N                          	-     
story100.txt	8    	വിശദീകരണം                        	N_NN           	I-NP    			വിശദീകരണം,N                      	-     
story100.txt	9    	തുടങ്ങിയ                              	RP_CL          	B-NP    			തുടങ്ങ്,V                        	-     
story100.txt	10   	പരിപാടികൾ                        	N_NN           	I-NP    			പരിപാടി,N                        	-     
story100.txt	11   	ഈ                                  	DM_DMR         	B-NP    			ഈ,ADJ                         	-     
story100.txt	12   	ആഘോഷത്തോടനുബന്ധിച്ച്                  	V_VM_VNF_VBN   	B-VGF   			ആഘോഷത്തോടനുബന്ധിച്ച്,V                	-     
story100.txt	13   	നടക്കും                               	V_VM_VF        	I-VGF   			നടക്ക്,V                        	-     
story100.txt	14   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

#end document
#begin document (story101.txt); part 000
story101.txt	tok_No	Token			POS			Coreference
story101.txt	0    	അയോധ്യയിലെ                        	N_NNP          	B-NP    			അയോധ്യ,N                        	(3)
story101.txt	1    	രാം                                  	N_NNP          	I-NP    			രാം,N                           	(5
story101.txt	2    	കി                                  	N_NN           	I-NP    			കി,N                           	5
story101.txt	3    	ബൈഡിൽ                                	N_NNP          	I-NP    			ബൈഡിൽ,N                         	5)
story101.txt	4    	നടക്കുന്ന                        	V_VM_VNF_RP    	B-VGNF  			നടക്ക്,V                        	-     
story101.txt	5    	അന്താരാഷ്ട്ര                       	N_NNP          	B-NP    			അന്താരാഷ്ട്രം,N                     	(1
story101.txt	6    	യോഗാ                                 	N_NNP          	I-NP    			യോഗാ,N                          	1
story101.txt	7    	ദിന                                 	N_NNP          	I-NP    			ദിനം,N                          	1
story101.txt	8    	പരിപാടിയിൽ                        	N_NN           	I-NP    			പരിപാടി,N                        	1)
story101.txt	9    	കേന്ദ്ര                               	N_NN           	I-NP    			കേന്ദ്രം,N                        	(2
story101.txt	10   	പരിസ്ഥിതി                              	N_NN           	I-NP    			പരിസ്ഥിതി,N                       	2
story101.txt	11   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	2
story101.txt	12   	വനം                                 	N_NN           	B-NP    			വനം,N                          	2
story101.txt	13   	,                   	RD_SYM         	I-NP    			&comma;,punc                  	2
story101.txt	14   	കാലാവസ്ഥാ                              	N_NN           	B-NP    			കാലാവസ്ഥാ,N                       	2
story101.txt	15   	വ്യതിയാന                              	N_NN           	I-NP    			വ്യതിയാനം,N                       	2
story101.txt	16   	മന്ത്രി                               	N_NN           	I-NP    			മന്ത്രി,N                        	2)
story101.txt	17   	ശ്രീ                                 	N_NNP          	I-NP    			ശ്രീ,N                          	(2
story101.txt	18   	.                   	RD_SYM         	I-NP    			&dot;,punc                    	2
story101.txt	19   	ഭൂപേന്ദ്ര                              	N_NN           	B-NP    			ഭൂപേന്ദ്ര,N                       	2
story101.txt	20   	യാദവ്                                	N_NN           	I-NP    			യാദവ്,N                         	2)
story101.txt	21   	അധ്യക്ഷത                        	N_NN           	I-NP    			അധ്യക്ഷത,N                      	-     
story101.txt	22   	വഹിക്കും                               	V_VM_VF        	B-VGF   			വഹിക്ക്,V                        	-     

story101.txt	0    	എട്ടാമത്                              	QT_QTO         	B-NP    			എട്ടാമത്,N                       	(1
story101.txt	1    	അന്താരാഷ്ട്ര                       	N_NNP          	B-NP    			അന്താരാഷ്ട്രം,N                     	1
story101.txt	2    	യോഗാ                                 	N_NNP          	I-NP    			യോഗാ,N                          	1
story101.txt	3    	ദിനത്തോടനുബന്ധിച്ച്                   	V_VM_VNF_VBN   	B-VGNF  			ദിനത്തോടനുബന്ധിച്ച്,V                 	1)
story101.txt	4    	കർണാടകയിലെ                       	N_NNP          	B-NP    			കർണാടക,N                       	-     
story101.txt	5    	മൈസൂരു                                	N_NNP          	I-NP    			മൈസൂരു,N                         	-     
story101.txt	6    	കൊട്ടാരത്തിൽ                       	N_NN           	I-NP    			കൊട്ടാരം,N                        	-     
story101.txt	7    	നടക്കുന്ന                        	V_VM_VNF_RP    	B-VGNF  			നടക്ക്,V                        	-     
story101.txt	8    	യോഗാ                                 	N_NNP          	B-NP    			യോഗാ,N                          	-     
story101.txt	9    	പരിപാടികൾക്ക്                      	N_NN           	I-NP    			പരിപാടി,N                        	-     
story101.txt	10   	പ്രധാനമന്ത്രി                      	N_NN           	I-NP    			പ്രധാനമന്ത്രി,N                    	(4)
story101.txt	11   	നരേന്ദ്ര                              	N_NNP          	B-NP    			നരേന്ദ്ര,N                       	(4
story101.txt	12   	മോദി                                 	N_NNP          	I-NP    			മോദി,N                          	4)
story101.txt	13   	നേതൃത്വം                               	N_NN           	B-NP    			നേതൃത്വം,N                        	-     
story101.txt	14   	നൽകും                                	V_VM_VF        	B-VGF   			നൽക്,V                         	-     
story101.txt	15   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story101.txt	0    	പ്രധാനമന്ത്രിയുടെ                    	N_NN           	B-NP    			പ്രധാനമന്ത്രി,N                    	(4)
story101.txt	1    	പ്രസംഗം                               	N_NN           	I-NP    			പ്രസംഗം,N                        	-     
story101.txt	2    	ഡിഡി                                 	N_NN           	I-NP    			ഡിഡി,N                          	-     
story101.txt	3    	നാഷനലിലും                              	N_NN           	I-NP    			നാഷനലിലും,N                       	-     
story101.txt	4    	ഡിഡിയുടെ                               	N_NNP          	B-NP    			ഡിഡി,N                          	-     
story101.txt	5    	മറ്റ്                                	JJ             	B-NP    			മറ്റ്,ADJ                       	-     
story101.txt	6    	ചാനലുകളിലും                        	N_NNP          	I-NP    			ചാനല്,N                         	-     
story101.txt	7    	രാവിലെ                                	N_NN           	I-NP    			രാവിലെ,N                         	-     
story101.txt	8    	6.40                	QT_QTC         	B-NP    			6.40,num                      	-     
story101.txt	9    	മുതൽ                                	PSP            	B-BLK   			മുതൽ,N                         	-     
story101.txt	10   	7.00                	QT_QTC         	B-NP    			7.00,num                      	-     
story101.txt	11   	വരെ                                 	PSP            	B-BLK   			വര,N                          	-     
story101.txt	12   	തത്സമയം                              	N_NN           	B-NP    			തത്സമയം,N                       	-     
story101.txt	13   	സംപ്രേക്ഷണം                        	N_NN           	I-NP    			സംപ്രേക്ഷണം,N                      	-     
story101.txt	14   	ചെയ്യും                                	V_VM_VF        	B-VGF   			ചെയ്യ്,V                         	-     
story101.txt	15   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story101.txt	0    	&quot;&quot;&quot;75-ആമത്	N_NN           	B-NP    			&quot;&quot;&quot;75-Amaw,punc	-     
story101.txt	1    	സ്വാതന്ത്ര്യ                       	JJ             	I-NP    			സ്വാതന്ത്രയം,N                     	-     
story101.txt	2    	ദിന                                 	N_NNP          	I-NP    			ദിനം,N                          	-     
story101.txt	3    	അമൃത                                	N_NNP          	I-NP    			അമൃത,N                         	-     
story101.txt	4    	ഉത്സവ&quot;&quot;ത്തിന്റെ	N_NN           	B-NP    			uwsava&quot;&quot;wwinraYeV,punc	-     
story101.txt	5    	ഭാഗമായി                               	N_NN           	I-NP    			ഭാഗം,N                          	-     
story101.txt	6    	എട്ടാമത്                              	V_VM_VF        	B-VGF   			എട്ട്,N                         	(1
story101.txt	7    	അന്താരാഷ്ട്ര                       	N_NNP          	B-NP    			അന്താരാഷ്ട്രം,N                     	1
story101.txt	8    	യോഗാ                                 	N_NNP          	I-NP    			യോഗാ,N                          	1
story101.txt	9    	ദിനാചരണം                              	N_NN           	B-NP    			ദിനാചരണം,N                       	1
story101.txt	10   	75                  	QT_QTC         	B-NP    			75,num                        	1)
story101.txt	11   	പ്രധാന                               	JJ             	I-NP    			പ്രധാനം,N                        	-     
story101.txt	12   	വേദികളിൽ                              	N_NN           	I-NP    			വേദി,N                          	-     
story101.txt	13   	നടക്കുകയാണ്.                      	N_NN           	I-NP    			നടക്കുകയാണ്,N                     	-     
story101.txt	14   	&quot;              	N_NN           	I-NP    			&quot,N                       	-     

story101.txt	0    	ഇതിന്റെ                               	PR_PRP         	B-NP    			ഇതിന്രYഎ,PN                     	(1)
story101.txt	1    	ഭാഗമായി                               	N_NN           	I-NP    			ഭാഗം,N                          	-     
story101.txt	2    	അയോധ്യയിലെ                        	N_NNP          	B-NP    			അയോധ്യ,N                        	(3)
story101.txt	3    	രാം                                  	N_NNP          	I-NP    			രാം,N                           	(5
story101.txt	4    	കി                                  	N_NN           	I-NP    			കി,N                           	5
story101.txt	5    	ബൈഡിൽ                                	N_NNP          	B-NP    			ബൈഡിൽ,N                         	5)
story101.txt	6    	ഒരു                                 	QT_QTC         	B-NP    			ഒരു,QT                         	-     
story101.txt	7    	യോഗാ                                 	N_NN           	I-NP    			യോഗാ,N                          	(1
story101.txt	8    	പരിപാടിയും                              	N_NN           	I-NP    			പരിപാടി,N                        	1)
story101.txt	9    	നടക്കുന്നുണ്ട്                      	V_VM_VF        	B-VGF   			നടക്ക്,V                        	-     
story101.txt	10   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story101.txt	0    	നാളെ                                 	N_NN           	B-NP    			നാളെ,N                          	-     
story101.txt	1    	അയോധ്യയിൽ                        	N_NNP          	I-NP    			അയോധ്യ,N                        	(3)
story101.txt	2    	നടക്കുന്ന                        	V_VM_VNF_RP    	B-VGNF  			നടക്ക്,V                        	-     
story101.txt	3    	പരിപാടിയിൽ                        	N_NN           	B-NP    			പരിപാടി,N                        	(1)
story101.txt	4    	കേന്ദ്ര                               	N_NNP          	B-NP    			കേന്ദ്രം,N                        	(2
story101.txt	5    	പരിസ്ഥിതി                              	N_NN           	B-NP    			പരിസ്ഥിതി,N                       	2
story101.txt	6    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	2
story101.txt	7    	വനം                                 	N_NN           	B-NP    			വനം,N                          	2
story101.txt	8    	,                   	RD_SYM         	I-NP    			&comma;,punc                  	2
story101.txt	9    	കാലാവസ്ഥാ                              	N_NN           	B-NP    			കാലാവസ്ഥാ,N                       	2
story101.txt	10   	വ്യതിയാന                              	N_NN           	I-NP    			വ്യതിയാനം,N                       	2
story101.txt	11   	മന്ത്രി                               	N_NN           	I-NP    			മന്ത്രി,N                        	2)
story101.txt	12   	ശ്രീ                                 	N_NNP          	I-NP    			ശ്രീ,N                          	(2
story101.txt	13   	.                   	RD_SYM         	I-NP    			&dot;,punc                    	2
story101.txt	14   	ഭൂപേന്ദ്ര                              	N_NN           	B-NP    			ഭൂപേന്ദ്ര,N                       	2
story101.txt	15   	യാദവ്                                	N_NN           	I-NP    			യാദവ്,N                         	2)
story101.txt	16   	അധ്യക്ഷനാകും                       	V_VM_VF        	B-VGF   			അധ്യക്ഷനാകും,V                     	-     
story101.txt	17   	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story101.txt	0    	ഉത്തർപ്രദേശ്                      	N_NNP          	B-NP    			ഉത്തർപ്രദേശ്,N                    	-     
story101.txt	1    	ഉപമുഖ്യമന്ത്രി                     	N_NN           	I-NP    			ഉപമുഖ്യമന്ത്രി,N                   	-     
story101.txt	2    	ശ്രീ                                 	N_NNP          	B-NP    			ശ്രീ,N                          	-     
story101.txt	3    	.                   	RD_SYM         	I-NP    			&dot;,punc                    	-     
story101.txt	4    	കേശവ്                                	N_NNP          	I-NP    			കേശവ്,N                         	-     
story101.txt	5    	പ്രസാദ്                               	N_NNP          	I-NP    			പ്രസാദ്,N                        	-     
story101.txt	6    	മൗര്യയും                               	N_NN           	I-NP    			മര്യയും,N                        	-     
story101.txt	7    	ചടങ്ങിൽ                              	N_NN           	I-NP    			ചടങ്ങ്,N                        	-     
story101.txt	8    	പങ്കെടുക്കും                        	V_VM_VF        	B-VGF   			പങ്കെടുക്ക്,V                      	-     
story101.txt	9    	.                   	RD_SYM         	I-VGF   			&dot;,punc                    	-     

story101.txt	0    	&quot;അന്താരാഷ്ട്ര       	N_NN           	B-NP    			&quot;anwArARtra,punc         	(1
story101.txt	1    	യോഗാ                                 	N_NNP          	B-NP    			യോഗാ,N                          	1
story101.txt	2    	ദിനം                                 	N_NNP          	B-NP    			ദിനം,N                          	1
story101.txt	3    	75                  	QT_QTC         	B-NP    			75,num                        	1)
story101.txt	4    	പ്രധാന                               	JJ             	I-NP    			പ്രധാനം,N                        	-     
story101.txt	5    	ലക്ഷ്യസ്ഥാനങ്ങളെ                    	N_NN           	I-NP    			ലക്ഷ്യസ്ഥാനം,N                     	-     
